,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,season,year_1955,median_price,buy,price_sell,best_scenario,worst_scenario
247,7899800890,2015-02-26,181000.0,2,1.5,720,5120,1.0,0,0,3,6,720,0,1954,0,98106,47.5218,-122.357,1150,2566,2015,2,winter,0,450000.0,1,217200.0,235300.0,208149.99999999997
248,3021059276,2015-03-14,250000.0,4,2.0,2010,7312,1.0,0,0,4,7,2010,0,1976,0,98002,47.2785,-122.213,2010,7650,2015,3,spring,1,440000.0,1,300000.0,325000.0,287500.0
250,3832710960,2014-09-23,260000.0,3,2.0,1810,7209,1.0,0,0,4,7,1240,570,1978,0,98032,47.3656,-122.278,1750,7209,2014,9,fall,1,440000.0,1,312000.0,338000.0,299000.0
252,1422300030,2015-04-01,415000.0,3,2.25,1510,36224,2.0,0,0,3,8,1510,0,1991,0,98045,47.4616,-121.711,1730,36224,2015,4,spring,1,450000.0,1,498000.0,539500.0,477249.99999999994
253,1105000588,2015-04-21,349500.0,3,1.0,1400,3538,1.0,0,0,3,7,800,600,1953,0,98118,47.5405,-122.27,1620,6331,2015,4,spring,0,450000.0,1,419400.0,454350.0,401924.99999999994
254,3830630060,2014-09-29,245000.0,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,2014,9,fall,1,450000.0,1,294000.0,318500.0,281750.0
256,7972601890,2014-10-20,385000.0,4,1.75,2360,7620,1.0,0,0,4,7,1180,1180,1955,0,98106,47.5278,-122.345,1910,7620,2014,10,fall,1,440000.0,1,462000.0,500500.0,442749.99999999994
257,5127001620,2015-02-11,315000.0,3,1.75,1580,11455,1.0,0,0,4,7,1200,380,1974,0,98059,47.4756,-122.147,1550,10650,2015,2,winter,1,440000.0,1,378000.0,409500.0,362250.0
258,9407100800,2014-11-24,255000.0,3,1.0,1230,10170,1.0,0,0,3,7,1230,0,1979,0,98045,47.4437,-121.772,1380,10098,2014,11,fall,1,450000.0,1,306000.0,331500.0,293250.0
261,8644000060,2014-10-24,237000.0,3,1.75,1270,8470,1.0,0,0,4,7,1270,0,1960,0,98198,47.4207,-122.29,1600,8470,2014,10,fall,1,440000.0,1,284400.0,308100.0,272550.0
263,1400300055,2015-04-28,425000.0,2,1.0,770,5040,1.0,0,0,3,5,770,0,1930,0,98144,47.5964,-122.299,1330,2580,2015,4,spring,0,450000.0,1,510000.0,552500.0,488749.99999999994
264,2123039032,2014-10-27,369900.0,1,0.75,760,10079,1.0,1,4,5,5,760,0,1936,0,98070,47.4683,-122.438,1230,14267,2014,10,fall,0,526000.0,1,443880.0,480870.0,425384.99999999994
265,8078560140,2014-05-19,290000.0,4,2.5,1700,7280,2.0,0,0,4,7,1700,0,1988,0,98031,47.4045,-122.171,1950,7475,2014,5,winter,1,440000.0,1,348000.0,377000.0,333500.0
266,3438500192,2014-09-29,285000.0,3,1.0,1120,10701,1.0,0,0,3,7,1120,0,1954,0,98106,47.5544,-122.358,1130,6350,2014,9,fall,0,450000.0,1,342000.0,370500.0,327750.0
267,7974200510,2014-08-14,415000.0,2,1.0,1070,4500,1.0,0,0,3,7,1070,0,1937,0,98115,47.6802,-122.29,1320,4465,2014,8,winter,0,450000.0,1,498000.0,539500.0,477249.99999999994
268,2557000400,2015-04-09,272500.0,3,2.5,2070,9900,1.0,0,0,3,8,1420,650,1979,0,98023,47.2988,-122.371,2070,8250,2015,4,spring,1,450000.0,1,327000.0,354250.0,313375.0
271,6378500125,2015-05-01,436000.0,2,1.0,1040,7538,1.0,0,0,4,7,1040,0,1939,0,98133,47.7107,-122.352,1440,7530,2015,5,winter,0,440000.0,1,523200.0,566800.0,501399.99999999994
272,1745100140,2014-10-17,210000.0,3,1.0,1700,11390,1.0,0,0,4,7,1700,0,1967,0,98003,47.3271,-122.323,1350,8164,2014,10,fall,1,440000.0,1,252000.0,273000.0,241499.99999999997
273,2976800796,2014-09-25,236000.0,3,1.0,1300,5898,1.0,0,0,3,7,1300,0,1961,0,98178,47.5053,-122.255,1320,7619,2014,9,fall,1,450000.0,1,283200.0,306800.0,271400.0
274,4235400186,2014-11-24,331000.0,3,1.75,1080,1306,1.0,0,0,3,7,580,500,1954,2003,98199,47.6601,-122.4,1440,2225,2014,11,fall,0,450000.0,1,397200.0,430300.0,380649.99999999994
275,4215100060,2015-03-20,365000.0,3,2.5,2653,4510,2.0,0,0,3,8,2653,0,2006,0,98031,47.4145,-122.166,2653,4927,2015,3,spring,1,450000.0,1,438000.0,474500.0,419749.99999999994
276,9189700045,2015-01-27,450000.0,3,2.0,2290,16258,1.0,0,0,5,8,2290,0,1960,0,98058,47.4672,-122.165,1660,10530,2015,1,winter,1,526000.0,1,540000.0,585000.0,517499.99999999994
279,9412900055,2015-05-05,405000.0,3,1.75,2390,6000,1.0,0,0,3,6,1240,1150,1908,0,98118,47.5362,-122.268,2020,6000,2015,5,winter,0,450000.0,1,486000.0,526500.0,465749.99999999994
280,1722059235,2014-07-03,304900.0,4,1.75,2600,11325,1.0,0,0,4,7,1610,990,1969,0,98031,47.3954,-122.206,1720,11088,2014,7,sumer,1,440000.0,1,365880.0,396370.0,350635.0
281,6874200960,2015-02-27,170000.0,2,1.0,860,5265,1.0,0,0,3,6,860,0,1931,0,98178,47.5048,-122.272,1650,8775,2015,2,winter,0,450000.0,1,204000.0,221000.0,195499.99999999997
284,5634500392,2015-04-10,330000.0,3,3.0,2420,13959,1.0,0,0,4,8,1740,680,1988,0,98028,47.7486,-122.23,2570,13300,2015,4,spring,1,440000.0,1,396000.0,429000.0,379499.99999999994
285,1509500060,2014-09-05,370000.0,4,2.5,2720,8666,2.0,0,0,3,9,2720,0,1992,0,98030,47.3846,-122.169,2410,8100,2014,9,fall,1,450000.0,1,444000.0,481000.0,425499.99999999994
287,6647200060,2015-02-09,405000.0,3,1.75,1670,6720,1.0,0,0,3,7,1140,530,1980,0,98034,47.7198,-122.193,1670,7320,2015,2,winter,1,450000.0,1,486000.0,526500.0,465749.99999999994
290,6113400046,2014-07-23,389999.0,4,2.5,1890,15770,2.0,0,0,4,7,1890,0,1968,0,98166,47.4281,-122.343,2410,15256,2014,7,sumer,1,440000.0,1,467998.8,506998.7,448498.85
292,1115450240,2014-10-22,360000.0,4,2.5,2160,9528,2.0,0,0,3,9,2160,0,1992,0,98001,47.3341,-122.255,2280,9937,2014,10,fall,1,450000.0,1,432000.0,468000.0,413999.99999999994
296,5468730030,2014-08-22,265000.0,3,2.0,1320,8959,1.0,0,0,3,7,1320,0,1993,0,98042,47.3536,-122.144,1740,7316,2014,8,winter,1,450000.0,1,318000.0,344500.0,304750.0
297,8079030390,2015-03-04,446500.0,3,2.5,2650,7286,2.0,0,0,3,8,2650,0,1990,0,98059,47.5084,-122.154,2400,7220,2015,3,spring,1,450000.0,1,535800.0,580450.0,513474.99999999994
298,600000152,2014-06-02,404000.0,3,1.5,2030,8880,1.0,0,0,3,7,1330,700,1963,0,98108,47.5586,-122.311,2140,5592,2014,6,sumer,1,450000.0,1,484800.0,525200.0,464599.99999999994
299,1840000030,2014-05-29,267500.0,3,1.75,1590,11914,1.0,0,2,3,7,1090,500,1957,0,98188,47.4427,-122.274,1630,9052,2014,5,winter,1,450000.0,1,321000.0,347750.0,307625.0
301,3260800030,2014-08-11,335000.0,3,2.5,2440,7632,2.0,0,0,3,8,2440,0,1998,0,98003,47.3494,-122.301,2510,7903,2014,8,winter,1,450000.0,1,402000.0,435500.0,385249.99999999994
303,5104530560,2015-04-01,208633.0,3,2.5,2040,3810,2.0,0,0,3,8,2040,0,2006,0,98038,47.3537,-122.0,2370,4590,2015,4,spring,1,450000.0,1,250359.59999999998,271222.9,239927.94999999998
304,4330600350,2015-01-15,315000.0,3,2.25,2200,8750,1.0,0,0,4,7,1120,1080,1964,0,98166,47.476,-122.337,1460,10139,2015,1,winter,1,440000.0,1,378000.0,409500.0,362250.0
311,7994700030,2014-10-23,201000.0,5,1.75,1660,78408,1.5,0,0,3,6,1660,0,1915,0,98065,47.529,-121.837,1660,78408,2014,10,fall,0,450000.0,1,241200.0,261300.0,231149.99999999997
315,1328320800,2014-11-05,305000.0,4,2.25,1950,7700,1.0,0,0,3,8,1350,600,1979,0,98058,47.4441,-122.125,2150,7350,2014,11,fall,1,450000.0,1,366000.0,396500.0,350750.0
316,7771300125,2015-04-08,487000.0,3,2.0,2590,14052,1.0,0,0,5,8,1720,870,1948,0,98133,47.7357,-122.333,1570,8162,2015,4,spring,0,526000.0,1,584400.0,633100.0,560050.0
317,3422059208,2015-05-11,390000.0,3,2.5,1930,64904,1.0,0,0,4,8,1930,0,1988,0,98042,47.346,-122.157,2350,57500,2015,5,winter,1,440000.0,1,468000.0,507000.0,448499.99999999994
319,4337000335,2014-11-22,268750.0,4,1.0,800,8775,1.0,0,0,3,6,800,0,1943,0,98166,47.48,-122.336,1310,8775,2014,11,fall,0,450000.0,1,322500.0,349375.0,309062.5
322,3353400435,2014-07-21,230000.0,3,2.0,1450,11204,1.0,0,0,3,7,1450,0,2003,0,98001,47.2639,-122.252,1520,9518,2014,7,sumer,1,450000.0,1,276000.0,299000.0,264500.0
323,7972000240,2015-02-02,240000.0,3,1.75,1510,10248,1.0,0,0,3,7,1510,0,1969,0,98023,47.2929,-122.371,1510,9753,2015,2,winter,1,450000.0,1,288000.0,312000.0,276000.0
324,7520000520,2014-09-05,232000.0,2,1.0,1240,12092,1.0,0,0,3,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460,2014,9,fall,0,450000.0,1,278400.0,301600.0,266800.0
325,7520000520,2015-03-11,240500.0,2,1.0,1240,12092,1.0,0,0,3,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460,2015,3,spring,0,450000.0,1,288600.0,312650.0,276575.0
326,3530210260,2014-10-27,274975.0,3,2.5,3030,45004,2.0,0,0,3,9,3030,0,1987,0,98077,47.7721,-122.093,3080,35781,2014,10,fall,1,450000.0,1,329970.0,357467.5,316221.25
331,2946001550,2015-04-16,279000.0,6,1.75,2240,11180,2.0,0,0,4,7,2240,0,1955,0,98198,47.42,-122.323,1590,7955,2015,4,spring,1,440000.0,1,334800.0,362700.0,320850.0
332,8078490390,2014-07-29,295000.0,3,2.0,1810,10530,1.0,0,2,3,8,1810,0,1991,0,98022,47.1913,-122.012,1910,10450,2014,7,sumer,1,450000.0,1,354000.0,383500.0,339250.0
335,5009600070,2014-10-07,260000.0,4,2.5,1960,5238,2.0,0,0,3,7,1960,0,2003,0,98038,47.3483,-122.052,1800,5894,2014,10,fall,1,450000.0,1,312000.0,338000.0,299000.0
338,405100295,2014-08-26,265000.0,3,1.75,1420,8250,1.0,0,0,3,7,1420,0,1954,0,98133,47.7535,-122.354,1740,8000,2014,8,winter,0,450000.0,1,318000.0,344500.0,304750.0
339,4268200055,2015-05-01,245000.0,3,1.75,1740,11547,1.0,0,0,3,7,1740,0,1954,0,98178,47.4945,-122.22,880,78408,2015,5,winter,0,450000.0,1,294000.0,318500.0,281750.0
342,6414100671,2014-09-09,425000.0,3,1.75,2500,6840,1.0,0,0,3,8,1300,1200,1957,0,98125,47.7222,-122.32,1580,8691,2014,9,fall,1,450000.0,1,510000.0,552500.0,488749.99999999994
343,7004200060,2014-10-17,309600.0,4,1.75,1275,20000,1.0,0,0,4,6,1275,0,1991,0,98070,47.3796,-122.49,1660,20000,2014,10,fall,1,440000.0,1,371520.0,402480.0,356040.0
345,3969300030,2014-07-23,165000.0,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138,2014,7,sumer,0,450000.0,1,198000.0,214500.0,189749.99999999997
346,3969300030,2014-12-29,239900.0,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138,2014,12,winter,0,450000.0,1,287880.0,311870.0,275885.0
347,4048400070,2014-12-05,320000.0,2,1.0,1070,32633,1.0,0,0,4,6,1070,0,1930,0,98059,47.4716,-122.078,1360,32156,2014,12,winter,0,440000.0,1,384000.0,416000.0,368000.0
348,808000070,2014-10-21,206600.0,3,2.0,1390,13464,1.0,0,0,4,7,1390,0,1987,0,98030,47.3581,-122.173,1720,12080,2014,10,fall,1,440000.0,1,247920.0,268580.0,237589.99999999997
349,7374200030,2015-04-16,387000.0,4,1.75,2500,7690,1.0,0,0,3,7,1250,1250,1973,0,98155,47.7713,-122.307,2040,8646,2015,4,spring,1,450000.0,1,464400.0,503100.0,445049.99999999994
350,7325600160,2014-06-04,299000.0,1,0.75,560,12120,1.0,0,0,3,4,560,0,1967,0,98014,47.675,-121.854,1300,19207,2014,6,sumer,1,450000.0,1,358800.0,388700.0,343850.0
352,616000140,2015-01-26,315000.0,3,1.0,1900,14400,1.0,0,0,4,7,1300,600,1954,0,98166,47.4147,-122.337,1940,14400,2015,1,winter,0,440000.0,1,378000.0,409500.0,362250.0
353,3363900111,2014-12-03,437500.0,2,1.0,990,3120,1.0,0,2,5,7,790,200,1907,0,98103,47.68,-122.353,1930,3120,2014,12,winter,0,526000.0,1,525000.0,568750.0,503124.99999999994
354,9262800171,2015-03-24,252000.0,4,1.5,1550,19800,1.0,0,0,4,7,1050,500,1969,0,98001,47.3117,-122.27,1640,22654,2015,3,spring,1,440000.0,1,302400.0,327600.0,289800.0
355,6607000126,2014-06-04,375000.0,4,1.75,2200,7475,1.0,0,0,5,7,1100,1100,1955,0,98118,47.543,-122.28,1600,5766,2014,6,sumer,1,526000.0,1,450000.0,487500.0,431249.99999999994
356,5416510830,2014-08-06,300000.0,4,2.5,1910,4862,2.0,0,0,3,7,1910,0,2005,0,98038,47.3607,-122.034,2010,5091,2014,8,winter,1,450000.0,1,360000.0,390000.0,345000.0
357,2201500030,2014-10-06,420000.0,4,1.0,1750,9600,1.5,0,0,4,7,1750,0,1954,0,98006,47.5759,-122.137,1750,10530,2014,10,fall,0,440000.0,1,504000.0,546000.0,482999.99999999994
361,1072010350,2014-08-28,380000.0,5,2.5,2760,11340,2.0,0,0,4,9,2760,0,1978,0,98059,47.4769,-122.141,2470,11340,2014,8,winter,1,440000.0,1,456000.0,494000.0,436999.99999999994
362,8856950070,2014-12-10,329500.0,4,2.5,1820,7912,2.0,0,0,3,7,1820,0,1994,0,98038,47.3845,-122.029,1820,8168,2014,12,winter,1,450000.0,1,395400.0,428350.0,378924.99999999994
369,3291800710,2014-11-20,338000.0,4,3.0,2090,7500,1.0,0,0,3,7,1370,720,1986,0,98056,47.4888,-122.182,1810,7650,2014,11,fall,1,450000.0,1,405600.0,439400.0,388699.99999999994
370,6838700060,2014-12-04,280000.0,3,2.25,1430,7222,2.0,0,0,3,7,1430,0,1993,0,98056,47.5112,-122.19,1430,7220,2014,12,winter,1,450000.0,1,336000.0,364000.0,322000.0
371,2231500030,2014-10-01,315000.0,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929,2014,10,fall,0,526000.0,1,378000.0,409500.0,362250.0
373,7683900200,2014-12-23,380000.0,5,3.0,3450,9914,2.0,0,0,3,9,3450,0,2004,0,98023,47.2813,-122.345,2860,9721,2014,12,winter,1,450000.0,1,456000.0,494000.0,436999.99999999994
374,8155830060,2014-08-11,297000.0,3,2.25,1450,7562,2.0,0,0,3,7,1450,0,1994,0,98056,47.5038,-122.189,1650,7625,2014,8,winter,1,450000.0,1,356400.0,386100.0,341550.0
377,1545804860,2014-10-27,275000.0,3,3.0,1590,7750,1.0,0,0,3,7,1060,530,1997,0,98038,47.3624,-122.045,1680,7500,2014,10,fall,1,450000.0,1,330000.0,357500.0,316250.0
379,7132300695,2015-04-21,435000.0,3,1.5,1300,3348,1.5,0,0,3,7,1300,0,1904,2014,98144,47.592,-122.307,1590,2577,2015,4,spring,0,450000.0,1,522000.0,565500.0,500249.99999999994
382,808300310,2015-03-13,389000.0,4,2.25,2130,5337,2.0,0,0,3,7,2130,0,2001,0,98019,47.7237,-121.959,2300,6930,2015,3,spring,1,450000.0,1,466800.0,505700.0,447349.99999999994
386,9517200030,2014-06-25,365500.0,3,2.0,1410,9600,1.0,0,0,4,7,1410,0,1983,0,98072,47.7591,-122.146,1410,9600,2014,6,sumer,1,440000.0,1,438600.0,475150.0,420324.99999999994
387,2460700700,2014-05-15,252350.0,3,2.0,1650,7352,1.0,0,0,3,7,1160,490,1979,0,98058,47.4612,-122.169,1710,7350,2014,5,winter,1,450000.0,1,302820.0,328055.0,290202.5
388,1223039290,2014-09-05,403950.0,4,2.5,2120,13780,2.0,0,0,3,8,2120,0,1993,0,98146,47.4987,-122.365,1880,12000,2014,9,fall,1,450000.0,1,484740.0,525135.0,464542.49999999994
389,2890100060,2014-08-01,385000.0,4,1.5,2040,10726,1.0,0,0,3,7,1380,660,1954,0,98177,47.772,-122.358,1610,10020,2014,8,winter,0,450000.0,1,462000.0,500500.0,442749.99999999994
390,7972600860,2014-12-10,345000.0,4,1.0,1550,7620,1.5,0,0,3,7,1550,0,1957,0,98106,47.5287,-122.35,1450,7620,2014,12,winter,1,450000.0,1,414000.0,448500.0,396749.99999999994
392,4047200695,2014-06-18,330000.0,3,2.5,1600,26977,2.0,0,0,3,8,1600,0,2005,0,98019,47.7736,-121.901,1790,27743,2014,6,sumer,1,450000.0,1,396000.0,429000.0,379499.99999999994
395,3649100320,2015-04-30,330000.0,2,1.0,1220,10000,1.0,0,0,5,7,1220,0,1950,0,98028,47.7405,-122.241,2000,9600,2015,4,spring,0,526000.0,1,396000.0,429000.0,379499.99999999994
398,1604601375,2014-06-19,378750.0,3,2.5,2160,3000,1.5,0,0,3,7,1260,900,1909,2011,98118,47.5644,-122.289,1060,3500,2014,6,sumer,0,450000.0,1,454500.0,492375.0,435562.49999999994
399,2473251090,2014-06-19,269900.0,4,1.75,1530,8750,1.5,0,0,4,7,1530,0,1968,0,98058,47.4556,-122.157,1390,8750,2014,6,sumer,1,440000.0,1,323880.0,350870.0,310385.0
401,3420069065,2014-08-25,360000.0,4,1.75,3730,16980,1.0,0,0,4,7,2150,1580,1974,0,98022,47.1775,-122.022,1880,16963,2014,8,winter,1,440000.0,1,432000.0,468000.0,413999.99999999994
402,6021501685,2015-04-22,352000.0,2,1.0,940,5000,1.0,0,0,4,7,940,0,1937,0,98117,47.6879,-122.385,1560,4500,2015,4,spring,0,440000.0,1,422400.0,457600.0,404799.99999999994
403,1151100070,2015-02-24,437000.0,3,2.5,1750,22357,2.0,0,0,3,8,1750,0,1994,0,98045,47.4807,-121.779,2430,22357,2015,2,winter,1,450000.0,1,524400.0,568100.0,502549.99999999994
404,8856950240,2014-06-18,322500.0,4,2.5,1820,6753,2.0,0,0,3,7,1820,0,1994,0,98038,47.3845,-122.032,1820,7107,2014,6,sumer,1,450000.0,1,387000.0,419250.0,370875.0
407,8078520310,2015-04-17,278500.0,3,2.0,1570,5250,1.0,0,0,3,7,1570,0,1998,0,98092,47.3163,-122.188,1570,5250,2015,4,spring,1,450000.0,1,334200.0,362050.0,320275.0
408,1565950030,2015-04-27,364950.0,4,2.5,1930,6957,2.0,0,0,3,8,1930,0,1995,0,98055,47.4309,-122.191,2090,6996,2015,4,spring,1,450000.0,1,437940.0,474435.0,419692.49999999994
410,6700400140,2015-03-18,268000.0,3,2.5,1550,8134,2.0,0,0,3,7,1550,0,1991,0,98031,47.404,-122.191,1550,8134,2015,3,spring,1,450000.0,1,321600.0,348400.0,308200.0
414,1678400105,2015-02-12,339000.0,4,1.5,2390,7480,1.5,0,2,3,7,2390,0,1920,0,98178,47.504,-122.227,2850,6867,2015,2,winter,0,450000.0,1,406800.0,440700.0,389849.99999999994
417,2697100140,2015-01-05,423000.0,4,2.25,2200,9351,1.0,0,0,5,7,1290,910,1962,0,98133,47.7448,-122.333,1910,8660,2015,1,winter,1,526000.0,1,507600.0,549900.0,486449.99999999994
418,8724300030,2014-12-23,355000.0,3,2.25,1860,5028,2.0,0,0,3,8,1860,0,2012,0,98019,47.7318,-121.982,2320,5465,2014,12,winter,1,450000.0,1,426000.0,461500.0,408249.99999999994
423,1442860160,2015-01-07,380000.0,3,2.5,2280,10255,2.0,0,0,4,8,2280,0,1985,0,98058,47.4334,-122.161,2310,10094,2015,1,winter,1,440000.0,1,456000.0,494000.0,436999.99999999994
424,7942600310,2014-07-17,375000.0,2,1.0,940,5120,1.0,0,0,3,7,940,0,1909,0,98122,47.6073,-122.308,1300,5120,2014,7,sumer,0,450000.0,1,450000.0,487500.0,431249.99999999994
425,1545808560,2015-04-03,245000.0,3,2.5,1530,8500,1.0,0,0,5,7,1030,500,1996,0,98038,47.3592,-122.046,1850,8140,2015,4,spring,1,526000.0,1,294000.0,318500.0,281750.0
426,936000060,2014-11-14,310000.0,5,1.75,2190,27260,1.0,0,0,4,7,2190,0,1947,1974,98166,47.4546,-122.337,1620,39480,2014,11,fall,0,440000.0,1,372000.0,403000.0,356500.0
428,3754700160,2014-05-06,397000.0,4,2.0,1440,7680,1.0,0,0,3,7,1200,240,1971,0,98034,47.7245,-122.2,1460,9660,2014,5,winter,1,450000.0,1,476400.0,516100.0,456549.99999999994
429,305500140,2015-05-12,365000.0,3,2.5,2200,4052,2.0,0,0,3,8,2200,0,2005,0,98058,47.4362,-122.178,2310,5082,2015,5,winter,1,450000.0,1,438000.0,474500.0,419749.99999999994
430,5468750060,2014-10-28,328500.0,4,3.0,2290,8250,2.0,0,0,3,9,2290,0,1990,0,98042,47.3739,-122.156,2290,8250,2014,10,fall,1,450000.0,1,394200.0,427050.0,377774.99999999994
433,646910160,2014-09-03,237000.0,3,2.5,1490,2138,2.0,0,0,3,7,1490,0,2005,0,98055,47.4324,-122.197,1490,2094,2014,9,fall,1,450000.0,1,284400.0,308100.0,272550.0
438,9528102772,2014-07-08,438000.0,2,2.0,1270,1372,3.0,0,0,3,8,1270,0,2000,0,98115,47.6776,-122.318,1610,3090,2014,7,sumer,1,450000.0,1,525600.0,569400.0,503699.99999999994
440,3353401710,2014-09-23,227950.0,3,1.5,1670,8230,1.0,0,0,5,7,1670,0,1954,0,98001,47.2613,-122.255,2077,4910,2014,9,fall,0,526000.0,1,273540.0,296335.0,262142.49999999997
441,8159610030,2014-07-22,196000.0,3,2.25,2070,11576,2.0,0,0,3,7,2070,0,1974,0,98001,47.3417,-122.271,1890,7519,2014,7,sumer,1,450000.0,1,235200.0,254800.0,225399.99999999997
443,822079033,2015-04-22,350000.0,3,1.5,1250,219978,1.0,0,0,4,6,1250,0,1980,0,98038,47.4056,-121.955,1930,210394,2015,4,spring,1,440000.0,1,420000.0,455000.0,402499.99999999994
444,8857600960,2014-08-19,205000.0,3,1.0,940,7980,1.0,0,0,4,7,940,0,1960,0,98032,47.3838,-122.289,1150,8050,2014,8,winter,1,440000.0,1,246000.0,266500.0,235749.99999999997
445,1774000200,2014-12-02,400000.0,3,1.75,1920,9102,1.0,0,0,3,7,1920,0,1968,0,98072,47.7487,-122.082,1920,9760,2014,12,winter,1,450000.0,1,480000.0,520000.0,459999.99999999994
449,4140090240,2014-11-05,520000.0,3,2.25,2590,9263,1.0,0,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450,2014,11,fall,1,526000.0,1,624000.0,676000.0,598000.0
451,3775300030,2014-12-31,333500.0,3,1.75,1220,9732,1.0,0,0,3,7,1220,0,1965,0,98011,47.7736,-122.214,1630,10007,2014,12,winter,1,450000.0,1,400200.0,433550.0,383524.99999999994
452,2525300030,2015-02-22,232000.0,3,1.0,1400,10403,1.0,0,0,4,6,1400,0,1976,0,98038,47.362,-122.029,1230,10209,2015,2,winter,1,440000.0,1,278400.0,301600.0,266800.0
459,1796360350,2015-01-28,255000.0,3,1.75,1240,8659,1.0,0,0,5,7,1240,0,1986,0,98042,47.3663,-122.089,1490,8223,2015,1,winter,1,526000.0,1,306000.0,331500.0,293250.0
461,1843100340,2015-03-05,348000.0,3,2.25,2570,8491,2.0,0,0,4,8,2570,0,1989,0,98042,47.3759,-122.125,2400,8049,2015,3,spring,1,440000.0,1,417600.0,452400.0,400199.99999999994
462,8944290160,2014-11-04,230000.0,3,2.0,1510,3413,2.0,0,0,3,7,1510,0,1985,0,98031,47.3912,-122.167,1570,3777,2014,11,fall,1,450000.0,1,276000.0,299000.0,264500.0
463,4166600473,2014-12-09,359500.0,4,2.25,2390,11250,2.0,0,0,3,9,2390,0,1988,0,98023,47.3305,-122.371,2480,11250,2014,12,winter,1,450000.0,1,431400.0,467350.0,413424.99999999994
464,7282300125,2014-11-12,330000.0,3,1.0,980,7000,1.0,0,0,3,6,980,0,1953,0,98133,47.7617,-122.357,1220,7000,2014,11,fall,0,450000.0,1,396000.0,429000.0,379499.99999999994
467,2621760350,2014-10-15,325000.0,4,2.5,1850,7324,2.0,0,0,3,8,1850,0,1997,0,98042,47.3701,-122.107,2100,7329,2014,10,fall,1,450000.0,1,390000.0,422500.0,373750.0
468,1723049270,2015-01-07,340500.0,3,2.0,2270,28025,1.0,0,0,4,7,1920,350,1947,0,98168,47.4857,-122.318,1770,14833,2015,1,winter,0,440000.0,1,408600.0,442650.0,391574.99999999994
469,4123840310,2015-01-06,342500.0,3,2.5,1810,5192,2.0,0,0,3,8,1810,0,1993,0,98038,47.3724,-122.042,1810,6200,2015,1,winter,1,450000.0,1,411000.0,445250.0,393874.99999999994
470,2172000075,2014-06-23,290900.0,2,2.0,1610,17600,2.0,0,0,3,6,1610,0,1930,1983,98178,47.4855,-122.266,1310,12950,2014,6,sumer,0,450000.0,1,349080.0,378170.0,334535.0
477,6844700810,2014-09-01,438924.0,3,1.5,1050,4590,1.0,0,0,3,7,850,200,1949,0,98115,47.6943,-122.29,1770,5400,2014,9,fall,0,450000.0,1,526708.7999999999,570601.2000000001,504762.6
478,66000070,2015-04-06,315000.0,2,1.0,630,6550,1.0,0,0,3,5,630,0,1918,0,98126,47.5486,-122.38,1420,6550,2015,4,spring,0,450000.0,1,378000.0,409500.0,362250.0
480,2205700350,2014-11-04,378500.0,4,1.75,1700,8640,1.0,0,0,3,7,850,850,1955,0,98006,47.5772,-122.153,1620,9000,2014,11,fall,1,450000.0,1,454200.0,492050.0,435274.99999999994
481,5466000030,2014-06-03,328500.0,3,2.5,1950,8130,2.0,0,0,4,9,1950,0,1990,0,98042,47.3875,-122.161,2350,7691,2014,6,sumer,1,440000.0,1,394200.0,427050.0,377774.99999999994
485,8732131090,2015-04-28,295000.0,4,2.5,2160,7725,1.0,0,0,4,8,1460,700,1978,0,98023,47.3078,-122.378,2060,8250,2015,4,spring,1,440000.0,1,354000.0,383500.0,339250.0
487,1895000260,2014-07-21,207950.0,2,2.0,890,5000,1.0,0,0,3,6,890,0,1917,0,98118,47.5158,-122.264,1860,5000,2014,7,sumer,0,450000.0,1,249540.0,270335.0,239142.49999999997
491,2475200140,2015-02-05,370000.0,3,2.0,1680,5036,1.0,0,1,4,7,1680,0,1987,0,98055,47.4734,-122.186,1680,4921,2015,2,winter,1,440000.0,1,444000.0,481000.0,425499.99999999994
492,7942100310,2015-01-27,232000.0,3,1.75,1300,11230,1.0,0,0,5,7,1300,0,1968,0,98042,47.3811,-122.087,1300,10794,2015,1,winter,1,526000.0,1,278400.0,301600.0,266800.0
494,1727500340,2014-06-14,397500.0,3,2.0,1510,6710,1.0,0,0,3,7,1070,440,1972,0,98034,47.7193,-122.216,1660,6600,2014,6,sumer,1,450000.0,1,477000.0,516750.0,457124.99999999994
497,7806300030,2014-09-17,299000.0,3,2.75,3080,19635,1.0,0,2,4,7,1610,1470,1958,0,98032,47.3841,-122.284,2424,12410,2014,9,fall,1,440000.0,1,358800.0,388700.0,343850.0
